Raw EEG,Attention,Meditation,Alpha,Delta,Theta,Low Beta,High Beta,Gamma
-32.88555145,,,,,,,,
-31.64037069,,,,,,,,
-29.2224884,,,,,,,,
-22.10044861,,,,,,,,
-17.30600993,,,,,,,,
-14.26124573,,,,,,,,
1.385688782,,,,,,,,
3.412246704,,,,,,,,
11.39863332,,,,,,,,
6.279309591,,,,,,,,
-5.238850911,,,,,,,,
-0.391324361,,,,,,,,
-4.465421041,,,,,,,,
-3.749529521,,,,,,,,
0.912030538,,,,,,,,
-3.612200419,,,,,,,,
5.101839701,,,,,,,,
-10.29872894,,,,,,,,
-8.117993673,,,,,,,,
-4.541714986,,,,,,,,
-11.13510132,,,,,,,,
1.564661662,,,,,,,,
-3.324190776,,,,,,,,
-5.151748657,,,,,,,,
6.282806396,,,,,,,,
2.016703288,,,,,,,,
0.866572062,,,,,,,,
13.94430796,,,,,,,,
2.678871155,,,,,,,,
-2.883593241,,,,,,,,
10.06539663,,,,,,,,
8.196512858,,,,,,,,
12.76906331,,,,,,,,
9.791056315,,,,,,,,
8.847236633,,,,,,,,
21.07016246,,,,,,,,
10.87188721,,,,,,,,
6.909370422,,,,,,,,
7.804870605,,,,,,,,
5.584081014,,,,,,,,
10.06952922,,,,,,,,
7.161140442,,,,,,,,
11.52229309,,,,,,,,
16.36505127,,,,,,,,
10.36008199,,,,,,,,
12.8215154,,,,,,,,
24.21410878,,,,,,,,
19.475619,,,,,,,,
15.67459106,,,,,,,,
16.40510559,,,,,,,,
12.87905375,,,,,,,,
25.45420329,,,,,,,,
27.61522929,,,,,,,,
28.00305684,,,,,,,,
26.71591441,,,,,,,,
25.16873678,,,,,,,,
27.15110779,,,,,,,,
22.36938477,,,,,,,,
21.51743571,,,,,,,,
29.80391184,,,,,,,,
24.85148112,,,,,,,,
24.91664886,,,,,,,,
31.36094411,,,,,,,,
29.84523773,,,,,,,,
39.78220622,,,,,,,,
34.19494629,,,,,,,,
19.88347371,,,,,,,,
28.14420064,,,,,,,,
20.98655701,,,,,,,,
27.41940816,,,,,,,,
24.39689636,,,,,,,,
13.58064016,,,,,,,,
12.96520233,,,,,,,,
3.842353821,,,,,,,,
17.40074158,,,,,,,,
32.79177348,,,,,,,,
22.46379852,,,,,,,,
28.40137482,,,,,,,,
29.76608276,,,,,,,,
22.29785919,,,,,,,,
25.67036947,,,,,,,,
26.06678009,,,,,,,,
18.48665873,,,,,,,,
22.2565333,,,,,,,,
8.22575887,,,,,,,,
14.30098216,,,,,,,,
9.329795837,,,,,,,,
1.837730408,,,,,,,,
13.65407308,,,,,,,,
8.219401042,,,,,,,,
12.49440511,,,,,,,,
21.06761932,,,,,,,,
3.686904907,,,,,,,,
13.28531901,,,,,,,,
7.962226868,,,,,,,,
-1.390775045,,,,,,,,
4.364649455,,,,,,,,
2.313931783,,,,,,,,
7.470448812,,,,,,,,
22.73337046,,,,,,,,
7.62907664,,,,,,,,
6.371180216,,,,,,,,
9.208361308,,,,,,,,
6.092707316,,,,,,,,
13.11747233,,,,,,,,
10.01675924,,,,,,,,
1.077969869,,,,,,,,
12.58532206,,,,,,,,
7.340431213,,,,,,,,
1.866022746,,,,,,,,
-5.460739136,,,,,,,,
-10.36675771,,,,,,,,
-0.257174174,,,,,,,,
-7.480939229,,,,,,,,
-4.526138306,,,,,,,,
8.609453837,,,,,,,,
2.593358358,,,,,,,,
5.646705627,,,,,,,,
13.04880778,,,,,,,,
10.65540314,,,,,,,,
12.93436686,,,,,,,,
21.46816254,,,,,,,,
24.56124624,,,,,,,,
28.83879344,,,,,,,,
13.92841339,,,,,,,,
32.08033244,,,,,,,,
37.9076004,,,,,,,,
33.03209941,,,,,,,,
36.21101379,,,,,,,,
31.35617574,,,,,,,,
16.57072703,,,,,,,,
24.0538915,,,,,,,,
14.6780014,,,,,,,,
11.12588247,,,,,,,,
7.199287415,,,,,,,,
-2.341270447,,,,,,,,
0.851949056,,,,,,,,
-0.791867574,,,,,,,,
1.635869344,,,,,,,,
7.09438324,,,,,,,,
10.40903727,,,,,,,,
2.413113912,,,,,,,,
0.16562144,,,,,,,,
-0.703493754,,,,,,,,
5.349477132,,,,,,,,
2.962430318,,,,,,,,
-1.083374023,,,,,,,,
14.41574097,,,,,,,,
-1.355806986,,,,,,,,
-12.61965434,,,,,,,,
-0.728925069,,,,,,,,
-3.127415975,,,,,,,,
0.638643901,,,,,,,,
-3.033320109,,,,,,,,
-5.716641744,,,,,,,,
13.23223114,,,,,,,,
3.254254659,,,,,,,,
0.268618266,,,,,,,,
6.55523936,,,,,,,,
3.198623657,,,,,,,,
1.356760661,,,,,,,,
3.499984741,,,,,,,,
6.004651388,,,,,,,,
9.065945943,,,,,,,,
-2.250989278,,,,,,,,
-9.217898051,,,,,,,,
-0.173568726,,,,,,,,
1.242955526,,,,,,,,
9.833335876,,,,,,,,
10.91480255,,,,,,,,
-0.452041626,,,,,,,,
-4.486401876,,,,,,,,
4.36147054,,,,,,,,
-2.088546753,,,,,,,,
-2.002080282,,,,,,,,
-0.366528829,,,,,,,,
6.477038066,,,,,,,,
8.51726532,,,,,,,,
1.250267029,,,,,,,,
4.179318746,,,,,,,,
-4.421869914,,,,,,,,
-18.48665873,,,,,,,,
-27.11391449,,,,,,,,
-30.20509084,,,,,,,,
-7.092158,,,,,,,,
11.40213013,,,,,,,,
5.242029826,,,,,,,,
14.70184326,,,,,,,,
11.13160451,,,,,,,,
3.783861796,,,,,,,,
1.993179321,,,,,,,,
-7.564544678,,,,,,,,
-0.915527344,,,,,,,,
-5.305290222,,,,,,,,
-8.195559184,,,,,,,,
1.42065684,,,,,,,,
-1.38982137,,,,,,,,
-5.268096924,,,,,,,,
-6.871541341,,,,,,,,
-18.14715068,,,,,,,,
-19.38215892,,,,,,,,
14.39189911,,,,,,,,
17.53457387,,,,,,,,
47.31496175,,,,,,,,
60.28207143,,,,,,,,
68.21918488,,,,,,,,
70.73370616,,,,,,,,
55.29181163,,,,,,,,
50.4360199,,,,,,,,
43.32860311,,,,,,,,
38.99351756,,,,,,,,
40.89387258,,,,,,,,
31.84731801,,,,,,,,
23.31384023,,,,,,,,
25.53367615,,,,,,,,
5.554199219,,,,,,,,
7.270177205,,,,,,,,
5.263646444,,,,,,,,
-2.439816793,,,,,,,,
1.305580139,,,,,,,,
-2.020517985,,,,,,,,
-6.045341492,,,,,,,,
-5.692164103,,,,,,,,
-9.545008341,,,,,,,,
-11.91266378,,,,,,,,
-11.5515391,,,,,,,,
-14.85347748,,,,,,,,
-2.068201701,,,,,,,,
-7.695198059,,,,,,,,
-17.39724477,,,,,,,,
-18.54260763,,,,,,,,
-22.39894867,,,,,,,,
-2.121925354,,,,,,,,
-0.76675415,,,,,,,,
-5.732536316,,,,,,,,
7.849375407,,,,,,,,
2.468427022,,,,,,,,
-4.018783569,,,,,,,,
4.932085673,,,,,,,,
-4.292488098,,,,,,,,
-18.09024811,,,,,,,,
-10.34609477,,,,,,,,
-26.37799581,,,,,,,,
-23.82024129,,,,,,,,
-17.31014252,,,,,,,,
-14.56260681,,,,,,,,
-16.43562317,,,,,,,,
-21.55017853,,,,,,,,
-18.50350698,,,,,,,,
-8.11290741,,,,,,,,
-15.04421234,,,,,,,,
-8.348464966,,,,,,,,
-2.985954285,,,,,,,,
-1.049041748,,,,,,,,
3.209431966,,,,,,,,
-0.680923462,,,,,,,,
-4.033088684,,,,,,,,
-5.739847819,,,,,,,,
-6.862322489,,,,,,,,
-3.332455953,,,,,,,,
9.44296519,,,,,,,,
8.659044902,,,,,,,,
7.63130188,,,,,,,,
-1.464525859,,,,,,,,
-9.10504659,,,,,,,,
-6.95737203,,,,,,,,
-16.14061991,,,,,,,,
-10.69672902,,,,,,,,
-20.43851217,,,,,,,,
-20.08883158,,,,,,,,
-10.46657562,,,,,,,,
-12.95407613,,,,,,,,
-1.725196838,,,,,,,,
-0.908215841,,,,,,,,
-0.417391459,,,,,,,,
0.933011373,,,,,,,,
5.014419556,,,,,,,,
7.050832113,,,,,,,,
11.71684265,,,,,,,,
3.614107768,,,,,,,,
-8.337974548,,,,,,,,
15.96736908,,,,,,,,
-2.580006917,,,,,,,,
4.575093587,,,,,,,,
-1.073519389,,,,,,,,
-12.19940186,,,,,,,,
0.834147135,,,,,,,,
-4.956245422,,,,,,,,
-11.83923086,,,,,,,,
-14.59376017,,,,,,,,
-20.1215744,,,,,,,,
-22.17483521,,,,,,,,
-21.94786072,,,,,,,,
-32.64109294,,,,,,,,
-11.72669729,,,,,,,,
-2.26020813,,,,,,,,
2.239227295,,,,,,,,
9.01222229,,,,,,,,
1.86697642,,,,,,,,
2.332369486,,,,,,,,
8.638699849,,,,,,,,
-4.359563192,,,,,,,,
5.811691284,,,,,,,,
-6.129900614,,,,,,,,
-9.433746338,,,,,,,,
0.453948975,,,,,,,,
-7.15859731,,,,,,,,
-5.551020304,,,,,,,,
-0.962257385,,,,,,,,
-7.787704468,,,,,,,,
2.612431844,,,,,,,,
-4.527409871,,,,,,,,
-4.318873088,,,,,,,,
-4.600842794,,,,,,,,
-9.077390035,,,,,,,,
-14.80515798,,,,,,,,
-16.90578461,,,,,,,,
-22.19486237,,,,,,,,
-16.06591543,,,,,,,,
-19.572258,,,,,,,,
-28.55173747,,,,,,,,
-18.85668437,,,,,,,,
-21.7628479,,,,,,,,
-25.38235982,,,,,,,,
-21.16171519,,,,,,,,
-25.65447489,,,,,,,,
-13.59939575,,,,,,,,
-18.22121938,,,,,,,,
-15.5321757,,,,,,,,
-7.0215861,,,,,,,,
-3.00916036,,,,,,,,
-5.979855855,,,,,,,,
7.764180501,,,,,,,,
8.920987447,,,,,,,,
11.82047526,,,,,,,,
8.26994578,,,,,,,,
-12.29890188,,,,,,,,
13.72591654,,,,,,,,
-2.140680949,,,,,,,,
0.855445862,,,,,,,,
8.438110352,,,,,,,,
-10.62297821,,,,,,,,
-4.000981649,,,,,,,,
-3.160476685,,,,,,,,
0.642776489,,,,,,,,
-0.726699829,,,,,,,,
-0.911394755,,,,,,,,
2.073605855,,,,,,,,
0.439961751,,,,,,,,
-8.611361186,,,,,,,,
-10.57815552,,,,,,,,
-12.03632355,,,,,,,,
-1.623471578,,,,,,,,
-20.64450582,,,,,,,,
-14.69135284,,,,,,,,
-12.92832692,,,,,,,,
8.045514425,,,,,,,,
-0.774065653,,,,,,,,
3.677050273,,,,,,,,
2.444585164,,,,,,,,
-12.81515757,,,,,,,,
8.738517761,,,,,,,,
0.705401103,,,,,,,,
1.118342082,,,,,,,,
2.27355957,,,,,,,,
0.854492188,,,,,,,,
6.558736165,,,,,,,,
12.06080119,,,,,,,,
6.129900614,,,,,,,,
20.04655202,,,,,,,,
15.89330037,,,,,,,,
15.41805267,,,,,,,,
11.48827871,,,,,,,,
5.486488342,,,,,,,,
17.329216,,,,,,,,
15.11859894,,,,,,,,
4.679997762,,,,,,,,
6.80065155,,,,,,,,
12.82723745,,,,,,,,
-0.466346741,,,,,,,,
15.64915975,,,,,,,,
-1.432736715,,,,,,,,
9.497642517,,,,,,,,
5.301475525,,,,,,,,
-6.019910177,,,,,,,,
1.401265462,,,,,,,,
1.93977356,,,,,,,,
-4.716555278,,,,,,,,
3.076235453,,,,,,,,
-1.18637085,,,,,,,,
11.49145762,,,,,,,,
5.452156067,,,,,,,,
-10.18206278,,,,,,,,
-0.054359436,,,,,,,,
-5.734125773,,,,,,,,
-13.26688131,,,,,,,,
-7.187843323,,,,,,,,
-12.80943553,,,,,,,,
-6.145159403,,,,,,,,
4.342714945,,,,,,,,
-6.631533305,,,,,,,,
-6.020863851,,,,,,,,
-6.502787272,,,,,,,,
-7.362365723,,,,,,,,
-3.954569499,,,,,,,,
-18.48888397,,,,,,,,
-22.58205414,,,,,,,,
-0.144004822,,,,,,,,
6.04724884,,,,,,,,
18.46059163,,,,,,,,
9.387652079,,,,,,,,
4.114468892,,,,,,,,
8.278846741,,,,,,,,
3.262837728,,,,,,,,
3.616015116,,,,,,,,
8.802731832,,,,,,,,
2.572059631,,,,,,,,
-3.904660543,,,,,,,,
9.94682312,,,,,,,,
-0.044822693,,,,,,,,
21.94182078,,,,,,,,
6.096204122,,,,,,,,
6.366093953,,,,,,,,
3.202438354,,,,,,,,
-3.351847331,,,,,,,,
2.436319987,,,,,,,,
3.520965576,,,,,,,,
3.50189209,,,,,,,,
9.114265442,,,,,,,,
6.302197774,,,,,,,,
5.626042684,,,,,,,,
16.85142517,,,,,,,,
5.856831868,,,,,,,,
13.03577423,,,,,,,,
0.703811646,,,,,,,,
-3.535906474,,,,,,,,
-3.454208374,,,,,,,,
-11.06611888,,,,,,,,
-4.062334696,,,,,,,,
-2.960840861,,,,,,,,
-2.598444621,,,,,,,,
-8.380889893,,,,,,,,
-9.467124939,,,,,,,,
-12.82755534,,,,,,,,
-6.389300028,,,,,,,,
-6.143887838,,,,,,,,
-1.477559408,,,,,,,,
-7.694880168,,,,,,,,
-8.500734965,,,,,,,,
1.773198446,,,,,,,,
-0.798861186,,,,,,,,
1.909573873,,,,,,,,
14.33976491,,,,,,,,
8.819262187,,,,,,,,
6.627400716,,,,,,,,
14.32673136,,,,,,,,
2.126375834,,,,,,,,
4.477183024,,,,,,,,
5.074501038,,,,,,,,
-1.493136088,,,,,,,,
2.031326294,,,,,,,,
-2.789497375,,,,,,,,
-6.075223287,,,,,,,,
-4.499753316,,,,,,,,
-5.80183665,,,,,,,,
5.441983541,,,,,,,,
-9.788513184,,,,,,,,
-5.532264709,,,,,,,,
8.669535319,,,,,,,,
3.458023071,,,,,,,,
-0.05976359,,,,,,,,
4.021962484,,,,,,,,
-5.279223124,,,,,,,,
0.34681956,,,,,,,,
6.547292074,,,,,,,,
12.44227091,,,,,,,,
16.42036438,,,,,,,,
4.783948263,,,,,,,,
-3.32069397,,,,,,,,
1.338005066,,,,,,,,
-0.093142192,,,,,,,,
13.16897074,,,,,,,,
8.589744568,,,,,,,,
5.173047384,,,,,,,,
13.84766897,,,,,,,,
14.02664185,,,,,,,,
9.048144023,,,,,,,,
12.15362549,,,,,,,,
5.699157715,,,,,,,,
13.48400116,,,,,,,,
13.70334625,,,,,,,,
16.27159119,,,,,,,,
15.44380188,,,,,,,,
7.690429688,,,,,,,,
0.373204549,,,,,,,,
10.85758209,,,,,,,,
10.05681356,,,,,,,,
6.632486979,,,,,,,,
12.27378845,,,,,,,,
9.840011597,,,,,,,,
0.907580058,,,,,,,,
-4.860877991,,,,,,,,
-5.929629008,,,,,,,,
5.66705068,,,,,,,,
-7.462501526,,,,,,,,
-3.352483114,,,,,,,,
4.594167074,,,,,,,,
-1.512209574,,,,,,,,
3.720283508,,,,,,,,
-5.569775899,,,,,,,,
-7.923762004,,,,,,,,
-11.05435689,,,,,,,,
-7.94506073,,,,,,,,
-11.6259257,,,,,,,,
-0.966707865,,,,,,,,
-15.55124919,,,,,,,,
0.549952189,,,,,,,,
-4.409154256,,,,,,,,
-14.6074295,,,,,,,,
-13.31869761,,,,,,,,
-28.63279978,,,,,,,,
-29.78897095,,,,,,,,
-15.4393514,,,,,,,,
-11.11539205,,,,,,,,
7.517814636,,,,,,,,
7.082303365,,,,,,,,
10.27202606,,,,,,,,
16.12917582,,,,,,,,
-3.083864848,,,,,,,,
-4.131952922,,,,,,,,
-0.763257345,,,,,,,,
-16.72140757,,,,,,,,
-10.42175293,,,,,,,,
-10.05045573,,,,,,,,
-15.99788666,,,,,,,,
-16.97095235,,,,,,,,
-24.70970154,,,,,,,,
-13.4528478,,,,,,,,
-7.139841715,,,,,,,,
-8.294741313,,,,,,,,
-5.294799805,,,,,,,,
-4.904747009,,,,,,,,
-7.020950317,,,,,,,,
-4.199663798,,,,,,,,
-10.82293193,,,,,,,,
-13.11175028,,,,,,,,
-16.0369873,,,,,,,,
-15.35574595,,,,,,,,
-14.02568817,,,,,,,,
-14.41351573,,,,,,,,
-9.614626567,,,,,,,,
1.20862325,,,,,,,,
-9.481112162,,,,,,,,
-4.714647929,,,,,,,,
-8.745511373,,,,,,,,
-18.08071136,,,,,,,,
-7.533391317,,,,,,,,
-14.62078094,,,,,,,,
-16.93789164,,,,,,,,
-9.638150533,,,,,,,,
-17.79111226,,,,,,,,
-14.85919952,,,,,,,,
-10.55208842,,,,,,,,
-12.46198018,,,,,,,,
-6.556510925,,,,,,,,
-2.992312113,,,,,,,,
-0.420252482,,,,,,,,
15.01178741,,,,,,,,
8.298238118,,,,,,,,
12.14599609,,,,,,,,
13.31583659,,,,,,,,
13.57936859,,,,,,,,
16.1447525,,,,,,,,
7.891019185,,,,,,,,
0.277837118,,,,,,,,
6.048838298,,,,,,,,
3.328641256,,,,,,,,
3.395716349,,,,,,,,
4.843393962,,,,,,,,
-2.241770426,,,,,,,,
6.104151408,,,,,,,,
5.25188446,,,,,,,,
1.653353373,,,,,,,,
12.87110647,,,,,,,,
13.3638382,,,,,,,,
11.35412852,,,,,,,,
17.94179281,,,,,,,,
11.60113017,,,,,,,,
18.88910929,,,,,,,,
16.59965515,,,,,,,,
9.673754374,,,,,,,,
12.94358571,,,,,,,,
16.91087087,,,,,,,,
9.107589722,,,,,,,,
18.1090037,,,,,,,,
10.5861028,,,,,,,,
21.99236552,,,,,,,,
18.45041911,,,,,,,,
12.7213796,,,,,,,,
21.95994059,,,,,,,,
17.25069682,,,,,,,,
11.37097677,,,,,,,,
18.70091756,,,,,,,,
9.090105693,,,,,,,,
12.41938273,,,,,,,,
20.8829244,,,,,,,,
14.33785756,,,,,,,,
19.41649119,,,,,,,,
15.97658793,,,,,,,,
2.072016398,,,,,,,,
14.27078247,,,,,,,,
6.710688273,,,,,,,,
4.261016846,,,,,,,,
14.88494873,,,,,,,,
2.453804016,,,,,,,,
16.07163747,,,,,,,,
6.787935893,,,,,,,,
-0.204722087,,,,,,,,
10.08097331,,,,,,,,
9.394645691,,,,,,,,
13.46238454,,,,,,,,
10.44432322,,,,,,,,
3.671646118,,,,,,,,
-1.328786214,,,,,,,,
2.011617025,,,,,,,,
4.312197367,,,,,,,,
12.99667358,,,,,,,,
13.06788127,,,,,,,,
12.70294189,,,,,,,,
8.84882609,,,,,,,,
1.446088155,,,,,,,,
3.263155619,,,,,,,,
-9.960492452,,,,,,,,
-24.64548747,,,,,,,,
-17.58448283,,,,,,,,
-3.042856852,,,,,,,,
3.23454539,,,,,,,,
10.11117299,,,,,,,,
7.773081462,,,,,,,,
24.71288045,,,,,,,,
15.65901438,,,,,,,,
9.605725606,,,,,,,,
10.81021627,,,,,,,,
3.418604533,,,,,,,,
-0.220616659,,,,,,,,
-1.662254333,,,,,,,,
-7.9758962,,,,,,,,
-2.329508464,,,,,,,,
-4.960695903,,,,,,,,
-13.06915283,,,,,,,,
3.527323405,,,,,,,,
-3.854751587,,,,,,,,
-5.784670512,,,,,,,,
-8.053779602,,,,,,,,
-13.44394684,,,,,,,,
4.17582194,,,,,,,,
-7.582028707,,,,,,,,
-6.488482157,,,,,,,,
1.532872518,,,,,,,,
-18.76513163,,,,,,,,
-7.424990336,,,,,,,,
-3.639221191,,,,,,,,
-12.16538747,,,,,,,,
-11.39609019,,,,,,,,
-10.98314921,,,,,,,,
-16.3936615,,,,,,,,
-5.89243571,,,,,,,,
-16.39588674,,,,,,,,
-12.80053457,,,,,,,,
-8.875846863,,,,,,,,
-18.49110921,,,,,,,,
-11.67583466,,,,,,,,
-5.472183228,,,,,,,,
-14.80261485,,,,,,,,
-6.598154704,,,,,,,,
-9.890874227,,,,,,,,
-10.36294301,,,,,,,,
3.347714742,,,,,,,,
-9.578386943,,,,,,,,
-8.759180705,,,,,,,,
-11.78264618,,,,,,,,
-14.5333608,,,,,,,,
-2.962430318,,,,,,,,
-4.975318909,,,,,,,,
-3.909746806,,,,,,,,
5.068778992,,,,,,,,
-2.835909526,,,,,,,,
6.539662679,,,,,,,,
11.54486338,,,,,,,,
2.979596456,,,,,,,,
5.795796712,,,,,,,,
-3.533999125,,,,,,,,
-9.161631266,,,,,,,,
-0.222524007,,,,,,,,
-12.12310791,,,,,,,,
-0.998814901,,,,,,,,
0.283559163,,,,,,,,
-11.69427236,,,,,,,,
-0.502586365,,,,,,,,
-1.061121623,,,,,,,,
-3.534634908,,,,,,,,
-11.05531057,,,,,,,,
-9.716669718,,,,,,,,
2.059936523,,,,,,,,
7.766723633,,,,,,,,
11.29881541,,,,,,,,
16.400973,,,,,,,,
15.5433019,,,,,,,,
11.37320201,,,,,,,,
5.579312642,,,,,,,,
0.171661377,,,,,,,,
4.662195841,,,,,,,,
5.351066589,,,,,,,,
1.916567485,,,,,,,,
8.708635966,,,,,,,,
3.636042277,,,,,,,,
-0.950177511,,,,,,,,
0.542004903,,,,,,,,
-14.50951894,,,,,,,,
-7.908185323,,,,,,,,
-12.79354095,,,,,,,,
-13.52214813,,,,,,,,
-1.557985942,,,,,,,,
-1.893043518,,,,,,,,
2.968470256,,,,,,,,
5.897204081,,,,,,,,
-8.033752441,,,,,,,,
6.941795349,,,,,,,,
4.358927409,,,,,,,,
0.511487325,,,,,,,,
6.750424703,,,,,,,,
3.733317057,,,,,,,,
4.4298172,,,,,,,,
15.79443614,,,,,,,,
11.38051351,,,,,,,,
10.82642873,,,,,,,,
16.39525096,,,,,,,,
9.889602661,,,,,,,,
8.644104004,,,,,,,,
8.473396301,,,,,,,,
7.637023926,,,,,,,,
23.23786418,,,,,,,,
9.057044983,,,,,,,,
3.252983093,,,,,,,,
1.881599426,,,,,,,,
-11.73750559,,,,,,,,
-5.455970764,,,,,,,,
-6.204287211,,,,,,,,
6.372133891,,,,,,,,
8.749961853,,,,,,,,
12.53000895,,,,,,,,
15.00320435,,,,,,,,
7.082939148,,,,,,,,
8.261998494,,,,,,,,
8.085568746,,,,,,,,
2.185503642,,,,,,,,
0.663439433,,,,,,,,
0.641187032,,,,,,,,
-3.951708476,,,,,,,,
0.526746114,,,,,,,,
9.010314941,,,,,,,,
7.006963094,,,,,,,,
21.44050598,,,,,,,,
22.7282842,,,,,,,,
3.63445282,,,,,,,,
-1.59517924,,,,,,,,
-10.5749766,,,,,,,,
-5.018870036,,,,,,,,
-1.307487488,,,,,,,,
-7.396380107,,,,,,,,
-3.196080526,,,,,,,,
-8.643468221,,,,,,,,
-0.387509664,,,,,,,,
1.623789469,,,,,,,,
-4.711786906,,,,,,,,
4.87391154,,,,,,,,
8.156458537,,,,,,,,
-3.973642985,,,,,,,,
-1.603126526,,,,,,,,
-6.401697795,,,,,,,,
-5.778630575,,,,,,,,
3.133455912,,,,,,,,
-6.70337677,,,,,,,,
-3.212292989,,,,,,,,
-6.8359375,,,,,,,,
-7.553100586,,,,,,,,
-7.917722066,,,,,,,,
-4.9645106,,,,,,,,
-7.624944051,,,,,,,,
-4.509607951,,,,,,,,
-7.566769918,,,,,,,,
-4.034996033,,,,,,,,
2.70652771,,,,,,,,
2.145131429,,,,,,,,
5.925496419,,,,,,,,
10.2297465,,,,,,,,
9.264310201,,,,,,,,
17.89538066,,,,,,,,
4.776000977,,,,,,,,
6.635983785,,,,,,,,
8.516311646,,,,,,,,
8.132298787,,,,,,,,
7.33534495,,,,,,,,
-17.58035024,,,,,,,,
-2.20489502,,,,,,,,
13.76501719,,,,,,,,
2.367019653,,,,,,,,
2.180099487,,,,,,,,
-0.135739644,,,,,,,,
-6.956736247,,,,,,,,
3.142038981,,,,,,,,
1.32115682,,,,,,,,
4.607200623,,,,,,,,
11.85703278,,,,,,,,
9.459495544,,,,,,,,
-0.410715739,,,,,,,,
6.408055623,,,,,,,,
4.503568014,,,,,,,,
12.11357117,,,,,,,,
3.609657288,,,,,,,,
-2.233187358,,,,,,,,
2.252896627,,,,,,,,
-1.516342163,,,,,,,,
1.273473104,,,,,,,,
-1.065254211,,,,,,,,
-7.325490316,,,,,,,,
-1.396179199,,,,,,,,
-12.41906484,,,,,,,,
-16.4569219,,,,,,,,
-10.80862681,,,,,,,,
-16.05256399,,,,,,,,
-8.693059285,,,,,,,,
1.206715902,,,,,,,,
-19.69114939,,,,,,,,
-16.56532288,,,,,,,,
-14.16810354,,,,,,,,
-11.91584269,,,,,,,,
-2.909978231,,,,,,,,
0.924428304,,,,,,,,
4.794756571,,,,,,,,
11.79981232,,,,,,,,
15.60338338,,,,,,,,
8.547147115,,,,,,,,
5.683898926,,,,,,,,
-3.581682841,,,,,,,,
4.902839661,,,,,,,,
2.25353241,,,,,,,,
7.316589355,,,,,,,,
5.62508901,,,,,,,,
0.095685323,,,,,,,,
-3.364245097,,,,,,,,
-0.015576681,,,,,,,,
-12.88445791,,,,,,,,
-2.638816833,,,,,,,,
-6.676673889,,,,,,,,
-8.987426758,,,,,,,,
3.19258372,,,,,,,,
-14.32418823,,,,,,,,
-14.06033834,,,,,,,,
-27.20673879,,,,,,,,
-41.87806447,,,,,,,,
-25.61314901,,,,,,,,
-13.29453786,,,,,,,,
-7.240931193,,,,,,,,
-5.926767985,,,,,,,,
-4.756291707,,,,,,,,
-3.083229065,,,,,,,,
-4.565238953,,,,,,,,
-10.70817312,,,,,,,,
-11.27560933,,,,,,,,
-19.91526286,,,,,,,,
-22.24858602,,,,,,,,
-19.891421,,,,,,,,
-20.83619436,,,,,,,,
-12.64381409,,,,,,,,
-12.5169754,,,,,,,,
-23.85679881,,,,,,,,
-14.96569316,,,,,,,,
-16.33834839,,,,,,,,
-17.05169678,,,,,,,,
-1.610438029,,,,,,,,
-18.5585022,,,,,,,,
-16.60283407,,,,,,,,
-24.41565196,,,,,,,,
-25.65097809,,,,,,,,
-7.364273071,,,,,,,,
-7.873217265,,,,,,,,
-12.21307119,,,,,,,,
-10.41094462,,,,,,,,
-21.07461294,,,,,,,,
-18.39097341,,,,,,,,
-11.19645437,,,,,,,,
-15.01623789,,,,,,,,
-16.51763916,,,,,,,,
-10.34577688,,,,,,,,
17.35750834,,,,,,,,
24.55552419,,,,,,,,
28.09842428,,,,,,,,
49.86317952,,,,,,,,
62.23710378,,,,,,,,
74.73913829,,,,,,,,
95.86906433,,,,,,,,
105.8330536,,,,,,,,
92.80204773,,,,,,,,
95.33882141,,,,,,,,
91.41985575,,,,,,,,
86.88227336,,,,,,,,
92.22348531,,,,,,,,
84.19736226,,,,,,,,
66.50606791,,,,,,,,
36.98603312,,,,,,,,
26.44729614,,,,,,,,
35.13844808,,,,,,,,
9.333292643,,,,,,,,
17.08094279,,,,,,,,
27.27158864,,,,,,,,
41.39328003,,,,,,,,
74.79985555,,,,,,,,
105.8270137,,,,,,,,
143.2183584,,,,,,,,
169.9883143,,,,,,,,
173.6024221,,,,,,,,
178.8450877,,,,,,,,
164.2109553,,,,,,,,
139.6681468,,,,,,,,
126.6692479,,,,,,,,
107.1472168,,,,,,,,
69.35469309,,,,,,,,
43.46783956,,,,,,,,
23.55416616,,,,,,,,
-6.987889608,,,,,,,,
-20.95158895,,,,,,,,
-50.91285706,,,,,,,,
-55.62718709,,,,,,,,
-68.39179993,,,,,,,,
-80.6945165,,,,,,,,
-86.39017741,,,,,,,,
-94.41057841,,,,,,,,
-92.47557322,,,,,,,,
-84.20372009,,,,,,,,
-93.80785624,,,,,,,,
-94.56507365,,,,,,,,
-99.54738617,,,,,,,,
-106.7787806,,,,,,,,
-110.2406184,,,,,,,,
-118.4002558,,,,,,,,
-117.8534826,,,,,,,,
-105.3244273,,,,,,,,
-112.2372945,,,,,,,,
-110.5877558,,,,,,,,
-103.7629445,,,,,,,,
-120.0170517,,,,,,,,
-102.4319331,,,,,,,,
-100.3278097,,,,,,,,
-90.87340037,,,,,,,,
-85.29726664,,,,,,,,
-91.61249797,,,,,,,,
-86.34154002,,,,,,,,
-84.30608114,,,,,,,,
-91.31908417,,,,,,,,
-79.45346832,,,,,,,,
-78.35960388,,,,,,,,
-70.42344411,,,,,,,,
-62.21008301,,,,,,,,
